CityName,CityShortName,CityCode,LastUpdate,totalConfirmed,totalHealed,totalDeath,incrConfirmed,incrHealed,incrDeath
黔南布依族苗族自治州,黔南州,5227,2022-01-11,17.0,17.0,0.0,0.0,,
云南省,云南,53,2022-01-11,1838.0,1765.0,2.0,2.0,3.0,0.0
昆明市,昆明,5301,2022-01-11,58.0,53.0,0.0,0.0,,
曲靖市,曲靖,5303,2022-01-11,13.0,13.0,0.0,0.0,,
玉溪市,玉溪,5304,2022-01-11,14.0,13.0,1.0,0.0,,
保山市,保山,5305,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0
昭通市,昭通,5306,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0
丽江市,丽江,5307,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0
普洱市,普洱,5308,2022-01-11,4.0,4.0,0.0,0.0,,
临沧市,临沧,5309,2022-01-11,1.0,1.0,0.0,0.0,,
楚雄彝族自治州,楚雄,5323,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0
红河哈尼族彝族自治州,红河,5325,2022-01-11,9.0,9.0,0.0,0.0,,
文山壮族苗族自治州,文山州,5326,2022-01-11,2.0,2.0,0.0,0.0,,
西双版纳傣族自治州,西双版纳,5328,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0
大理白族自治州,大理,5329,2022-01-11,13.0,13.0,0.0,0.0,,
德宏傣族景颇族自治州,德宏,5331,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0
怒江傈僳族自治州,怒江傈僳族自治州,5333,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0
迪庆藏族自治州,迪庆藏族自治州,5334,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0
西藏自治区,西藏,54,2022-01-11,1.0,1.0,0.0,0.0,0.0,0.0
拉萨市,拉萨,5401,2022-01-11,1.0,1.0,0.0,0.0,,
日喀则市,,5402,,,,,,,
昌都市,,5403,,,,,,,
林芝市,,5404,,,,,,,
山南市,,5405,,,,,,,
那曲地区,,5424,,,,,,,
阿里地区,,5425,,,,,,,
陕西省,陕西,61,2022-01-11,2790.0,1154.0,3.0,13.0,70.0,0.0
西安市,西安,6101,2022-01-11,2152.0,531.0,3.0,13.0,,
铜川市,铜川,6102,2022-01-11,8.0,8.0,0.0,0.0,,
宝鸡市,宝鸡,6103,2022-01-11,13.0,13.0,0.0,0.0,,
咸阳市,咸阳,6104,2022-01-11,31.0,21.0,0.0,0.0,,
渭南市,渭南,6105,2022-01-11,18.0,17.0,0.0,0.0,,
延安市,延安,6106,2022-01-11,21.0,8.0,0.0,0.0,,
汉中市,汉中,6107,2022-01-11,26.0,26.0,0.0,0.0,,
榆林市,榆林,6108,2022-01-11,3.0,3.0,0.0,0.0,,
安康市,安康,6109,2022-01-11,26.0,26.0,0.0,0.0,,
商洛市,商洛,6110,2022-01-11,7.0,7.0,0.0,0.0,,
甘肃省,甘肃,62,2022-01-11,356.0,354.0,2.0,0.0,0.0,0.0
兰州市,兰州,6201,2022-01-11,119.0,117.0,2.0,0.0,,
金昌市,金昌,6203,2022-01-11,1.0,1.0,0.0,0.0,,
白银市,白银,6204,2022-01-11,4.0,4.0,0.0,0.0,,
天水市,天水,6205,2022-01-11,51.0,51.0,0.0,0.0,,
武威市,武威,6206,2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0
张掖市,张掖,6207,2022-01-11,17.0,17.0,0.0,0.0,,
平凉市,平凉,6208,2022-01-11,9.0,9.0,0.0,0.0,,
酒泉市,酒泉,6209,2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0
庆阳市,庆阳,6210,2022-01-11,3.0,3.0,0.0,0.0,,
定西市,定西,6211,2022-01-11,9.0,9.0,0.0,0.0,,
陇南市,陇南,6212,2022-01-11,6.0,6.0,0.0,0.0,,
临夏回族自治州,临夏,6229,2022-01-11,3.0,3.0,0.0,0.0,,
甘南藏族自治州,甘南,6230,2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0
嘉峪关市,,620201,,,,,,,
青海省,青海,63,2022-01-11,30.0,30.0,0.0,0.0,0.0,0.0
西宁市,西宁,6301,2022-01-11,26.0,26.0,0.0,0.0,,
海东市,,6302,,,,,,,
海北藏族自治州,海北州,6322,2022-01-11,3.0,3.0,0.0,0.0,,
黄南藏族自治州,,6323,,,,,,,
海南藏族自治州,,6325,,,,,,,
果洛藏族自治州,,6326,,,,,,,
玉树藏族自治州,,6327,,,,,,,
海西蒙古族藏族自治州,,6328,,,,,,,
宁夏回族自治区,宁夏,64,2022-01-11,122.0,122.0,0.0,0.0,0.0,0.0
银川市,银川,6401,2022-01-11,68.0,68.0,0.0,0.0,,
石嘴山市,石嘴山,6402,2022-01-11,1.0,1.0,0.0,0.0,,
吴忠市,吴忠,6403,2022-01-11,39.0,39.0,0.0,0.0,,
固原市,固原,6404,2022-01-11,5.0,5.0,0.0,0.0,,
中卫市,中卫,6405,2022-01-11,4.0,4.0,0.0,0.0,,
新疆维吾尔自治区,新疆,65,2022-01-11,981.0,978.0,3.0,0.0,0.0,0.0
乌鲁木齐市,乌鲁木齐,6501,2022-01-11,845.0,845.0,0.0,0.0,,
克拉玛依市,克拉玛依,6502,2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0
吐鲁番市,,6504,,,,,,,
哈密市,,6505,,,,,,,
昌吉回族自治州,昌吉州,6523,2022-01-11,5.0,5.0,0.0,0.0,,
博尔塔拉蒙古自治州,博尔塔拉蒙古自治州,6527,2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0
巴音郭楞蒙古自治州,巴州,6528,2022-01-11,3.0,3.0,0.0,0.0,,
阿克苏地区,阿克苏,6529,2022-01-11,1.0,1.0,0.0,0.0,,
克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜自治州,6530,2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0
喀什地区,喀什,6531,2022-01-11,80.0,80.0,0.0,0.0,,
和田地区,和田,6532,2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0
伊犁哈萨克自治州,伊犁州,6540,2022-01-11,19.0,19.0,0.0,0.0,,
塔城地区,塔城,6542,2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0
阿勒泰地区,阿勒泰,6543,2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0
石河子市,,659001,,,,,,,
阿拉尔市,,659002,,,,,,,
图木舒克市,,659003,,,,,,,
五家渠市,,659004,,,,,,,
铁门关市,,659006,,,,,,,
台湾省,,71,,,,,,,
香港特别行政区,香港,81,2022-01-11,12792.0,12296.0,213.0,6.0,12.0,0.0
澳门特别行政区,澳门,82,2022-01-11,79.0,77.0,0.0,0.0,0.0,0.0
